# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2366234	2366788	+							M164_2550	555		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2366234	2366788	+	ACR43142.1			pyruvate/ketoisovalerate oxidoreductase, gamma subunit			M164_2550	555	184	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2366754	2367038	+							M164_2551	285		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2366754	2367038	+	ACR43143.1			pyruvate ferredoxin/flavodoxin oxidoreductase, delta subunit			M164_2551	285	94	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2367035	2368237	+							M164_2552	1203		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2367035	2368237	+	ACR43144.1			pyruvate flavodoxin/ferredoxin oxidoreductase domain protein			M164_2552	1203	400	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2368206	2369105	+							M164_2553	900		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2368206	2369105	+	ACR43145.1			thiamine pyrophosphate protein domain protein TPP-binding			M164_2553	900	299	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2369108	2370505	-							M164_2554	1398		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2369108	2370505	-	ACR43146.1			glycosyl transferase group 1			M164_2554	1398	465	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2370717	2372471	+							M164_2555	1755		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2370717	2372471	+	ACR43147.1			glycoside hydrolase 15-related			M164_2555	1755	584	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2372471	2373004	+							M164_2556	534		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2372471	2373004	+	ACR43148.1			conserved hypothetical protein			M164_2556	534	177	
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2373198	2373323	+							M164_2828	126		pseudo
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2373323	2373823	+							M164_2557	501		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2373323	2373823	+	ACR43149.1			conserved hypothetical protein			M164_2557	501	166	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2373826	2375175	+							M164_2558	1350		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2373826	2375175	+	ACR43150.1			AAA ATPase			M164_2558	1350	449	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2375266	2376306	+							M164_2559	1041		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2375266	2376306	+	ACR43151.1			Linocin_M18 bacteriocin protein			M164_2559	1041	346	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2376301	2377110	-							M164_2560	810		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2376301	2377110	-	ACR43152.1			conserved hypothetical protein			M164_2560	810	269	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2377182	2377970	-							M164_2561	789		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2377182	2377970	-	ACR43153.1			Aldose 1-epimerase			M164_2561	789	262	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2378124	2379377	+							M164_2562	1254		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2378124	2379377	+	ACR43154.1			major facilitator superfamily MFS_1			M164_2562	1254	417	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2379584	2379922	+							M164_2835	339		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2379584	2379922	+	ACR43155.1			conserved hypothetical protein			M164_2835	339	112	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2379925	2380701	-							M164_2564	777		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2379925	2380701	-	ACR43156.1			Radical SAM domain protein			M164_2564	777	258	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2380698	2381891	-							M164_2565	1194		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2380698	2381891	-	ACR43157.1			Protein of unknown function DUF650			M164_2565	1194	397	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2381914	2383650	-							M164_2566	1737		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2381914	2383650	-	ACR43158.1			glycoside hydrolase 15-related			M164_2566	1737	578	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2383758	2384291	+							M164_2567	534		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2383758	2384291	+	ACR43159.1			conserved hypothetical protein			M164_2567	534	177	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2384325	2385077	+							M164_2568	753		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2384325	2385077	+	ACR43160.1			putative signal transduction protein with CBS domains			M164_2568	753	250	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2385094	2386611	-							M164_2569	1518		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2385094	2386611	-	ACR43161.1			Vinylacetyl-CoA Delta-isomerase			M164_2569	1518	505	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2386741	2388054	+							M164_2570	1314		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2386741	2388054	+	ACR43162.1			peptidase M20			M164_2570	1314	437	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2388093	2388644	+							M164_2571	552		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2388093	2388644	+	ACR43163.1			protein of unknown function DUF433			M164_2571	552	183	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2388631	2389263	-							M164_2572	633		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2388631	2389263	-	ACR43164.1			carbonic anhydrase			M164_2572	633	210	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2389421	2389708	+							M164_2573	288		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2389421	2389708	+	ACR43165.1			conserved hypothetical protein			M164_2573	288	95	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2389746	2390009	+							M164_2574	264		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2389746	2390009	+	ACR43166.1			conserved hypothetical protein			M164_2574	264	87	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2390047	2390715	+							M164_2575	669		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2390047	2390715	+	ACR43167.1			Uracil-DNA glycosylase superfamily			M164_2575	669	222	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2390902	2391819	+							M164_2576	918		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2390902	2391819	+	ACR43168.1			agmatinase			M164_2576	918	305	
gene	pseudogene	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2391839	2391910	+							M164_2829	72		pseudo
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2392022	2393581	-							M164_2577	1560		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2392022	2393581	-	ACR43169.1			amino acid permease-associated region			M164_2577	1560	519	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2393660	2394982	-							M164_2578	1323		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2393660	2394982	-	ACR43170.1			aminotransferase class-III			M164_2578	1323	440	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2395296	2396885	+							M164_2579	1590		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2395296	2396885	+	ACR43171.1			amino acid transporter, putative			M164_2579	1590	529	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2396965	2397939	+							M164_2580	975		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2396965	2397939	+	ACR43172.1			metallophosphoesterase			M164_2580	975	324	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2397992	2399326	-							M164_2581	1335		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2397992	2399326	-	ACR43173.1			aminotransferase class-III			M164_2581	1335	444	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2399409	2400614	-							M164_2582	1206		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2399409	2400614	-	ACR43174.1			amidase, hydantoinase/carbamoylase family			M164_2582	1206	401	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2400656	2401117	-							M164_2583	462		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2400656	2401117	-	ACR43175.1			conserved hypothetical protein			M164_2583	462	153	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2401533	2402792	+							M164_2584	1260		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2401533	2402792	+	ACR43176.1			major facilitator superfamily MFS_1			M164_2584	1260	419	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2402795	2403748	+							M164_2585	954		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2402795	2403748	+	ACR43177.1			Alcohol dehydrogenase GroES domain protein			M164_2585	954	317	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2403741	2405150	-							M164_2586	1410		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2403741	2405150	-	ACR43178.1			drug resistance transporter, EmrB/QacA subfamily			M164_2586	1410	469	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2405234	2406880	-							M164_2587	1647		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2405234	2406880	-	ACR43179.1			binding-protein-dependent transport systems inner membrane component			M164_2587	1647	548	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2406873	2407817	-							M164_2588	945		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2406873	2407817	-	ACR43180.1			ABC transporter related			M164_2588	945	314	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2407860	2409296	-							M164_2589	1437		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2407860	2409296	-	ACR43181.1			extracellular solute-binding protein family 1			M164_2589	1437	478	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2409372	2410001	-							M164_2590	630		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2409372	2410001	-	ACR43182.1			protein of unknown function UPF0153			M164_2590	630	209	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2410121	2411029	+							M164_2591	909		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2410121	2411029	+	ACR43183.1			Tetratricopeptide TPR_2 repeat protein			M164_2591	909	302	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2411016	2412140	-							M164_2592	1125		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2411016	2412140	-	ACR43184.1			AIR synthase related protein domain protein			M164_2592	1125	374	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2412266	2412667	+							M164_2593	402		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2412266	2412667	+	ACR43185.1			DoxX family protein			M164_2593	402	133	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2412943	2413653	-							M164_2594	711		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2412943	2413653	-	ACR43186.1			purine or other phosphorylase family 1			M164_2594	711	236	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2413684	2414541	-							M164_2595	858		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2413684	2414541	-	ACR43187.1			SMP-30/Gluconolaconase/LRE domain protein			M164_2595	858	285	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2414562	2416271	-							M164_2596	1710		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2414562	2416271	-	ACR43188.1			major facilitator superfamily MFS_1			M164_2596	1710	569	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2416361	2416756	-							M164_2597	396		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2416361	2416756	-	ACR43189.1			conserved hypothetical protein			M164_2597	396	131	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2416824	2417087	+							M164_2598	264		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2416824	2417087	+	ACR43190.1			hypothetical protein			M164_2598	264	87	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2417078	2418118	+							M164_2599	1041		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2417078	2418118	+	ACR43191.1			conserved hypothetical protein			M164_2599	1041	346	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2418096	2419271	-							M164_2600	1176		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2418096	2419271	-	ACR43192.1			major facilitator superfamily MFS_1			M164_2600	1176	391	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2419690	2420601	+							M164_2601	912		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2419690	2420601	+	ACR43193.1			TENA/THI-4 domain protein			M164_2601	912	303	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2420598	2420918	+							M164_2602	321		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2420598	2420918	+	ACR43194.1			conserved hypothetical protein			M164_2602	321	106	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2420910	2421185	-							M164_2603	276		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2420910	2421185	-	ACR43195.1			conserved hypothetical protein			M164_2603	276	91	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2421182	2422312	-							M164_2604	1131		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2421182	2422312	-	ACR43196.1			Propanoyl-CoA C-acyltransferase			M164_2604	1131	376	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2422444	2422770	+							M164_2605	327		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2422444	2422770	+	ACR43197.1			GYD family protein			M164_2605	327	108	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2422774	2423604	-							M164_2606	831		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2422774	2423604	-	ACR43198.1			peptidase M48 Ste24p			M164_2606	831	276	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2423680	2425455	+							M164_2607	1776		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2423680	2425455	+	ACR43199.1			Acylaminoacyl-peptidase			M164_2607	1776	591	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2425452	2425853	-							M164_2608	402		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2425452	2425853	-	ACR43200.1			putative signal-transduction protein with CBS domains			M164_2608	402	133	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2425989	2426357	-							M164_2609	369		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2425989	2426357	-	ACR43201.1			conserved hypothetical protein			M164_2609	369	122	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2426498	2427859	-							M164_2610	1362		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2426498	2427859	-	ACR43202.1			mercuric reductase			M164_2610	1362	453	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2427873	2428058	-							M164_2611	186		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2427873	2428058	-	ACR43203.1			TRASH domain protein			M164_2611	186	61	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2428163	2428510	+							M164_2612	348		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2428163	2428510	+	ACR43204.1			transcriptional regulator, ArsR family			M164_2612	348	115	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2428494	2428745	-							M164_2613	252		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2428494	2428745	-	ACR43205.1			hypothetical protein			M164_2613	252	83	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	2428805	2429047	-							M164_2614	243		
